theta_true,carelessness,guessiness,testwiseness,score,score_pct,theta_post
-0.186789277644261,0.019122796909763335,0.06224432704934825,-0.6067650094337235,40.0,50.0,-0.6816943797549231
1.5540461541402646,0.017504737036768005,0.014064699547044751,-0.3348461351017702,64.0,80.0,1.0667351119332478
0.024681203988118128,0.023261513415995777,0.04347748068174607,-0.6588905851600669,48.0,60.0,-0.2598734661028096
-0.011815911638379806,0.009476191095446555,0.06337504380483475,-0.5226822504327073,54.0,67.5,0.1998094240466415
-0.07972510080376383,0.007002986897390368,0.05457693092857077,-0.8698271091642563,52.0,65.0,0.10249445743413471
-0.09185460897354103,0.02011450429950823,0.041785111841543175,-0.5553921832757246,47.0,58.75,-0.24389149122739837
-0.4358835985859777,0.02240765345941377,0.03956445921705176,-0.7002595298898703,46.0,57.5,-0.3512321391111707
-0.5898166348307186,0.018585463205744415,0.04363716208146223,-0.839490983421127,46.0,57.5,-0.3905960538615596
0.37057503589260454,0.01828644707540115,0.07485357351812488,0.036462918103843556,61.0,76.25,0.7272848813740003
0.7004748598474997,0.006855189295829382,0.09042917168646018,-0.0816266289846585,60.0,75.0,0.7153502307474646
0.05664981414467629,0.001216690365980936,0.015126836419045154,-0.46397705284418944,51.0,63.75,0.05857634337405836
0.2401956142168249,0.010352748098110492,0.04973753732073691,-0.039687089644018236,56.0,70.0,0.33131245262362347
-0.24620163967604425,0.01028727004511995,0.026378237433201668,-0.5997946566799026,45.0,56.25,-0.4630369403380997
0.10235963349042265,0.008861081066294971,0.023968768628683485,0.033588887040638116,59.0,73.75,0.5203762101528814
0.6539248231773063,0.013461789366948178,0.029339601517573186,-0.2258832721441542,61.0,76.25,0.8776132111951264
-0.5783814682323234,0.003149100510512185,0.040955161256109825,-0.4600104563582377,42.0,52.5,-0.6977635629197423
4.0298222943266335,0.013412664710627657,0.07305068939917257,-0.1455007113145535,70.0,87.5,1.686556069604353
0.5345491312917807,0.028251917921161218,0.05248336697077898,0.08836337047728032,62.0,77.5,0.9788963421245952
-0.7492030114466073,0.004353758168245018,0.02410940969515979,-0.30915880459888523,35.0,43.75,-1.1180021264884854
0.0027331975412425713,0.03000003289408249,0.05981941688654896,-0.5539301512373808,49.0,61.25,-0.1398110965057531
0.4108327735844619,0.011384193455571293,0.033234917640758,-0.2299012960363667,56.0,70.0,0.3341725944081142
-0.08934428537123829,0.006712402054123057,0.03714960786603054,-0.1322543955054435,40.0,50.0,-0.6702999174898854
2.7552752452077325,0.011428201921373348,0.050455849902313915,-0.3089668197999875,71.0,88.75,1.8055433863715389
0.2730620627764426,0.01668725938878848,0.03584547925632795,-0.5547610143654085,63.0,78.75,1.0569523484642542
-0.23007573684629712,0.007211119239288322,0.07417300424047199,-0.7430437396821514,50.0,62.5,-0.05640030118011545
-0.19292422482076832,0.014752409843214014,0.015285132238069874,-0.4534477004367796,58.0,72.5,0.4017701193844602
0.34099694318563145,0.01985114432948288,0.04180147425660727,-0.26093872335064316,52.0,65.0,0.1358372847366912
0.2378575244876493,0.006681179074099756,0.04713595072163973,-0.5478575982602911,54.0,67.5,0.1941261756318701
-0.7491040391902861,0.012238132089177726,0.12920690158717393,-0.8373368759916998,38.0,47.5,-0.8746942134529924
-0.8156916764127429,0.023428388394253506,0.01957008617441177,-0.4780609277408251,28.0,35.0,-1.617015880388153
-0.1373877879636547,0.019121723986956014,0.0858665319533835,-0.1562934895124588,45.0,56.25,-0.4015587495867716
0.6190381761022898,0.015039814358524278,0.10290067689019058,-0.06434284657653488,59.0,73.75,0.6034427006361807
-1.3305945399468855,0.003223807505077992,0.04933671712415046,-0.7930767325514382,29.0,36.25,-1.5271587962711834
0.5266109870795801,0.03890429364720567,0.06657764028139744,-0.18263278525149165,55.0,68.75,0.18015124844441724
-0.4899993069974764,0.0013444804781281578,0.05146067388719584,-0.1981144092236662,40.0,50.0,-0.7851507439645259
-0.5939544574766793,0.038910008139158604,0.01842723884561552,-0.892810138989739,42.0,52.5,-0.514995570270615
0.11287810588074487,0.019129293656395152,0.06724662472602069,-0.2044400699794186,50.0,62.5,-0.18361620628190395
0.12599844738541632,0.008816473162676723,0.04958258788865407,-0.4082274161082041,51.0,63.75,0.05233768892873576
0.23786900649643483,0.01609490125681137,0.1093509466234089,-0.2855643559881167,57.0,71.25,0.5022200327145504
-0.0252344987716282,0.011151772152932699,0.07141292095064398,-0.24362136539871804,48.0,60.0,-0.05037850464289591
-0.6986936122298424,0.011842407714966575,0.0835030244110641,-0.7528303540108329,43.0,53.75,-0.5938096542416507
-0.9661431822536701,0.027957467436650413,0.06803455635930282,-0.8422539704305764,38.0,47.5,-0.8558928662165832
-0.7242005972187173,0.02485041456287687,0.09617271733821642,-0.5803557733630642,42.0,52.5,-0.6330731284651
0.24797858123072736,0.017287316914094734,0.039676909892040015,-0.238690267966849,53.0,66.25,0.1258858654581583
-1.2784716712840494,0.018763142915707583,0.15636301362713848,-0.9422331231933618,34.0,42.5,-1.2041841259313721
0.039110448310229806,0.031501698925473526,0.11128776399151344,-0.09934269980592703,51.0,63.75,-0.13003630867595606
0.5095282618875814,0.010399577310439867,0.049859596987216516,-0.3107858520448046,67.0,83.75,1.2722755058370516
-0.7114002018320607,0.006333595511083635,0.030262546274211367,-1.067552336893709,49.0,61.25,-0.10131984262337103
-0.5101756475725852,0.01956591998090163,0.02939158364773667,-0.6538470020356403,47.0,58.75,-0.21362335781335795
0.7282231478345071,0.03279551067210319,0.019799656309301777,-0.4837979409517251,60.0,75.0,0.5632553784613594
-0.6881650360577618,0.0003597121127869464,0.1008515783686454,-0.5052000194025901,48.0,60.0,-0.2067591890377636
0.25552644351853493,0.032451640580586874,0.033102477147139556,-0.8932952087084352,51.0,63.75,0.006663156169623006
-0.0034594341823122043,0.0037494655937397774,0.12871935989796657,-0.569975276964346,58.0,72.5,0.5131944135824527
-0.5275459209264746,0.026333523451561033,0.12182049196966316,-0.21762298769620125,43.0,53.75,-0.570066339359412
-0.19302587721724018,0.01847960292918158,0.08235972535932282,-0.3683229688117434,41.0,51.25,-0.656474890787403
-0.3731870326317721,0.016608578179523846,0.08601975059621328,-0.5777267820563721,47.0,58.75,-0.3019627873937915
0.5695709681642906,0.010759988364230269,0.07509498557359637,-0.3341966027470462,58.0,72.5,0.6107119704320311
0.6485142830706456,0.005271875967260371,0.02776283848224433,-0.3043101174871146,58.0,72.5,0.512337100890891
0.3040255589756553,0.002364178475140332,0.03718444110854266,-0.5247787323615927,58.0,72.5,0.5546039824147041
1.621384297186053,0.004171999153082176,0.1337012399752895,-0.6080561313161592,69.0,86.25,1.7851099254890475
2.0322190732732,0.01915010478296815,0.04080836428428902,-0.2610792040666052,66.0,82.5,1.2399832178752879
0.6489792683156717,0.009151059268614103,0.05447459996893313,-0.5755277972079649,56.0,70.0,0.29503039245972085
-0.3554220239246053,0.004498506963063384,0.05894449604932649,-0.4528126493308693,53.0,66.25,0.16950419323027813
-0.31084356444322303,0.014819121194406799,0.0618149816282528,-0.5085689878467601,42.0,52.5,-0.6362855394722486
-0.07459540588232594,0.01564480600201859,0.11526928125167431,-0.27302946084961394,60.0,75.0,0.7366589231541446
-0.660413004051974,0.017257695234386177,0.03468641181550355,-0.38315487775013435,44.0,55.0,-0.5758999798095292
0.24832640222016344,0.017455031498631812,0.1684295139045483,-0.6477965468846053,57.0,71.25,0.2955293346829485
-0.3683046690721423,0.006632027612552336,0.03127686307134359,-0.5780292312414808,56.0,70.0,0.40652606800578467
0.07016549600647881,0.019826284565648018,0.04515217389533824,-0.37112705393300727,53.0,66.25,0.28483279227279673
0.735609677777251,0.013516129356625118,0.13076592174061283,-0.4644456944062687,55.0,68.75,0.3990478048160927
-0.17855346382193238,0.0006934893142271976,0.037108603504720075,-0.31287930099255157,47.0,58.75,-0.2855275001297217
-1.2958646424631795,0.022453849967960123,0.09734281498954092,-0.6708652797778937,27.0,33.75,-1.6918551242313027
-0.40639927865890035,0.023395761958885472,0.11813707248357151,-0.8275416863135963,43.0,53.75,-0.5214948991700539
-0.6445895150815719,0.016526979149560358,0.04830952702990999,-0.4312804228828198,40.0,50.0,-0.7112978984519555
-0.22983928076454374,0.034330469241935856,0.09808749983793238,-0.6150693171200785,54.0,67.5,0.050305672575472804
-0.6670360275947114,0.015672349517935,0.04806689860377384,-0.8845312992915442,40.0,50.0,-0.7351589751492823
-0.4333051098893357,0.0177023682828194,0.09374900179527183,-0.4890354313957579,50.0,62.5,-0.14231247727448096
2.7682984389787237,0.02181485963622639,0.07498329722816054,-0.16655124184254405,77.0,96.25,2.7104183919987794
-0.13516037992005359,0.007004503502758646,0.04451663475528782,-0.4200763836334107,48.0,60.0,-0.27021172394873266
-1.2091563308305653,0.024946937100434975,0.025711934586186525,-0.8668502107043652,30.0,37.5,-1.407782349301331
0.25405741858007014,0.011841446956610942,0.11117178769285277,-0.3685343265628943,54.0,67.5,0.14813166018187712
0.5166341837103543,0.010582712891391685,0.0714271868454776,-0.390725818257097,62.0,77.5,0.7263917733002017
-0.23519256024152257,0.005107250819702878,0.08510732364627127,-1.0223982687870445,45.0,56.25,-0.4546046876875235
-0.4815675694591719,0.018225268871491347,0.1485729401106377,-0.40430086468743753,42.0,52.5,-0.6439387148627909
0.24544870569470723,0.027451790059576056,0.0424735754787102,-0.2418906671924066,57.0,71.25,0.5774497634369811
0.6794712171147106,0.004716738997624065,0.16001740729757716,-0.3112962256366319,54.0,67.5,0.2774358835973731
0.11574867945363199,0.0026332953227367556,0.07928916134788339,-0.6800919698738896,52.0,65.0,0.051985728682013864
0.2501970761671446,0.01222561219655514,0.12140380728218657,-0.48233577360598745,54.0,67.5,0.20190764037413092
-0.978818915872079,0.007625187896457797,0.025633836710197394,-0.9430270313148638,38.0,47.5,-0.9729077008220987
0.20404451396397993,0.017150394871585622,0.04096616173029094,-0.14853419520002864,54.0,67.5,0.20320810903765213
0.5611430692063277,0.008685005652872805,0.027985723991247376,-0.04765979028920608,55.0,68.75,0.3425097178655265
0.03318841524823668,0.005859464449104762,0.11636671459045558,-0.3851262003382013,59.0,73.75,0.5562001927070794
0.49301168650245586,0.01083781054961378,0.01652632515481939,-0.1359265003564082,58.0,72.5,0.5801662415930107
-1.5070138213746844,0.008012516421603425,0.08429786390508454,-0.8100770210954475,30.0,37.5,-1.4867053544686277
-0.2652545128963699,0.024820935369961883,0.07453795278718287,-0.6716440884770519,48.0,60.0,-0.24834600570688886
0.1913189726062865,0.026819974642779694,0.13442064559688516,-0.3143324277513059,47.0,58.75,-0.3532895207800527
-0.022646009183968197,0.007667526979992484,0.06504245949057987,-0.3161886599136077,53.0,66.25,0.13729447812429274
-0.4385337972835823,0.016551881195594687,0.04023057914050631,-0.9007813186660643,45.0,56.25,-0.3210404220930539
-0.13882758837660525,0.02270367728972522,0.03735818035499203,-0.5908044290773038,51.0,63.75,0.05192443782749739
0.18693750080448446,0.01528480201603377,0.05305093022868417,-0.6290875609579891,44.0,55.0,-0.48431764066876704
0.4334098321283255,0.007352688619313869,0.037561143076441934,-0.37876342277677755,61.0,76.25,0.7566698360562087
0.15117892018015766,0.007423917479103605,0.07485312306463247,-0.7746422611822623,57.0,71.25,0.40731242575404736
0.6536504342042657,0.005862572445548263,0.02996345628796492,0.20116623834126457,65.0,81.25,1.2689130572304606
-0.33533369050959116,0.004112412677298654,0.07885885256910817,-0.6788778743353767,52.0,65.0,0.029400293424750253
0.11031838994966003,0.015244825328580808,0.10833482377890964,-0.5263104919451915,53.0,66.25,0.12781451711997788
-0.1041616657135811,0.02089991933712111,0.03702799942014131,-0.9174161651510045,45.0,56.25,-0.41700680139003843
3.3155529521396865,0.00580433511699576,0.08066162725409011,-0.24448852917836553,71.0,88.75,2.0564915682498284
-0.31621924856943995,0.02193623109300249,0.046991520926274885,-0.27760827127023535,46.0,57.5,-0.29850690924885936
-0.5467007674775215,0.011434018207400774,0.07827680007280298,-0.7697211423536658,47.0,58.75,-0.26027914825555176
0.5590183047141801,0.019497799696457624,0.015269144264924515,-0.3713831816830132,55.0,68.75,0.46594888652978095
-1.0601096014680111,0.007011421782164008,0.10129568604705973,-0.8305816333406142,37.0,46.25,-1.0665194264113804
0.630349519209227,0.014584866163852123,0.04723295745438345,-0.5163199436547969,57.0,71.25,0.4819199553786242
0.40317340032833204,0.0023486840270559427,0.07997571989641382,-0.2917435796893243,55.0,68.75,0.26412224173482896
0.053209377080228215,0.0071187451080499675,0.07765846506409883,-0.5197576079558168,46.0,57.5,-0.3873579650576346
0.3560207551793786,0.020991019526667334,0.10415911862998084,-0.5657424330504246,60.0,75.0,0.6869755886451147
0.512840455791582,0.007415844487311839,0.10278120312176711,-0.10584054571052859,56.0,70.0,0.34089062348948684
0.6143358470203228,0.0016658154783660444,0.13498455412754187,-0.23891584733699,60.0,75.0,0.7301103350476943
-0.5680986048153818,0.006583088902582352,0.025533058742228543,-0.636726991123852,39.0,48.75,-0.8690580374509916
0.06791007891786638,0.013855034309651685,0.07271166099720497,-0.24284584449398622,46.0,57.5,-0.3098886895176258
0.04008804449364067,0.013075664849641344,0.09786400529602529,-0.4606033510777384,55.0,68.75,0.34081743020570676
-0.5178289467179287,0.01282928472415968,0.06674785389263187,-0.3020165425031408,46.0,57.5,-0.36831666635030097
0.3116540921039812,0.012260900745191235,0.10934325218971744,-0.7399375249289447,55.0,68.75,0.24034134095162718
-0.8686052144527232,0.010611010016477214,0.1608480724757967,-0.6395312201089935,37.0,46.25,-1.0536227041013784
0.7356377356705459,0.02266427836686768,0.09231896461378264,-0.5669267797116259,56.0,70.0,0.466399206642673
2.8167374396768063,0.0009055285684557467,0.07633612309425615,-0.624858764395035,74.0,92.5,2.3385090626525127
-0.8683134639491419,0.01860086948294477,0.11321052181715277,-0.7952648347470717,41.0,51.25,-0.7255336076054689
0.29822649356263,0.023385352199605452,0.044948051319756516,-0.3927471007246436,51.0,63.75,-0.0035177046749571006
-0.5952638418505605,0.016948985874666696,0.18334006694641108,-0.4832920110203671,45.0,56.25,-0.2839697572543638
0.0862403507868077,0.01009712159614579,0.16394038214434012,-0.4928453430779651,47.0,58.75,-0.23967478609616918
0.253885535743934,0.017008394671152362,0.03719292005861299,-0.6608536703396686,57.0,71.25,0.4796628108150734
0.4987949270296981,0.005109220998464663,0.12328480165797354,-0.13847403271420727,55.0,68.75,0.2966566490137664
0.488229562868169,0.004087287686952911,0.02294025778878916,-0.35960076304451427,57.0,71.25,0.6438504724361749
-0.04712299900456962,0.007242122740102061,0.04725246065755763,-0.10862211237539532,54.0,67.5,0.31893460271985596
0.22134686311695528,0.010663072442403535,0.06607317235402346,-0.6418391592688751,59.0,73.75,0.7447218877324473
1.546373536342266,0.009504088221033066,0.11358708569037579,-0.6473069450025251,68.0,85.0,1.410383541302669
4.53966712716309,0.012819309400110878,0.0749619330903913,-0.26556617415738193,77.0,96.25,2.702516139437144
0.5665656859490391,0.012825239853609064,0.04907735349314987,-0.40177486447115673,58.0,72.5,0.6067851059868828
0.19948129835009443,0.0028556402302422133,0.1032764770648895,-0.3883070494940559,49.0,61.25,-0.008494555944478014
-0.016081474778153915,0.0068058232603519335,0.052112162935504316,-0.7903224668162516,52.0,65.0,0.09843155125590654
0.1901783926014251,0.022317805932287053,0.035370776247747204,-0.22722741155637738,54.0,67.5,-0.028210682860086555
-1.2734409641716546,0.013902736718450473,0.06644078020161301,-0.9178459883704844,35.0,43.75,-1.0043114452720954
-0.8718173869909123,0.03279969917381526,0.09659481068085202,-0.970030956810719,40.0,50.0,-0.7681999897802047
3.327643857464129,0.01914004608684068,0.12153020837357219,-0.14897124698402042,71.0,88.75,1.8696659607306299
0.6889218299352446,0.009295352301708002,0.11761308906669564,-0.3137629523668054,53.0,66.25,0.15044911872079447
1.397291169483888,0.0017272409655237765,0.06577498192700193,-0.28264746442933325,67.0,83.75,1.3747626855554045
-0.14435201697940325,0.008798460364399746,0.09431739910151683,-0.4950767919923057,50.0,62.5,-0.04461116484551692
0.1494416201682065,0.024524590250241843,0.024605393635345623,-0.21769937640240034,50.0,62.5,0.017178343164933264
0.0575193621556247,0.0058170180951647756,0.041302668888498845,-0.1995817350598904,54.0,67.5,0.16275257993448805
-1.3018831279601668,0.03198646998321327,0.1008248927251519,-0.8239346968163279,28.0,35.0,-1.631991061229773
0.06791303786683978,0.015667627755168185,0.13565436225379437,-0.35264940192481387,59.0,73.75,0.5141427301801612
-0.11304456192764123,0.00987032931299966,0.05588356744803044,-0.2146921356916165,50.0,62.5,-0.0034554216426894487
-0.3598426582634833,0.016309934872717133,0.07857791525556716,-0.49217677030022733,46.0,57.5,-0.3310718885188174
-0.42725478298303843,0.026123880239830324,0.062313709503179576,-0.4941093292309001,41.0,51.25,-0.5895038543736638
-0.14766023523741678,0.016088142937280957,0.1559922391844526,-0.7112340886302334,48.0,60.0,-0.25780283441569307
0.1418467182192238,0.013127503582187582,0.12395992887646866,-0.6206061954674467,51.0,63.75,0.04289576879158442
-0.41316408058152154,0.008007221710008944,0.05562014904097781,-0.20406815306555715,40.0,50.0,-0.5790256989725717
0.1973630629234604,0.02278113693877537,0.04655940113451112,-0.48434316121322835,55.0,68.75,0.17612320476665624
0.4171460618846994,0.007861855002926386,0.02169483699980446,-0.4922521615169894,61.0,76.25,0.7610549410246346
-0.0801934871222989,0.013049046251443925,0.10017518715026792,-0.805802712506121,54.0,67.5,0.25040872596417346
-1.2421812335535725,0.018153897101732982,0.009644473249991322,-0.6281406493541823,33.0,41.25,-1.2546097179789515
0.08705312137119314,0.016688519105075263,0.1760135735036893,-0.5089881556820596,49.0,61.25,-0.16486896007432597
-0.13558836103229144,0.012067984844823562,0.05253560206772372,-0.25035831947832266,44.0,55.0,-0.45729828800766664
0.022399447918213244,0.022852848971315596,0.08873213058631453,-0.4343365130436103,49.0,61.25,-0.03871478892954992
3.1046512338523247,0.004441050630472605,0.0684725440391565,-0.0029788296714000073,75.0,93.75,2.414042914042504
0.36116389664169857,0.02865181736569236,0.11739077006370141,-0.623073145331524,53.0,66.25,0.3354478873575293
-0.507982409979931,0.008578026551622124,0.07315793034318323,-0.7240550927486203,45.0,56.25,-0.4921597668535156
-0.13277973780932095,0.01596023255396332,0.13801732575741185,-0.4524348126001839,57.0,71.25,0.48976521271615775
